,portfolio_return,portfolio_equity
2024-03-25,0.0022379819015502338,10502.891232915374
2024-03-26,0.0021794267383501075,10525.781514898374
2024-03-27,-0.00479653864672202,10475.29419707521
2024-03-28,-0.001979524412821876,10454.558096480609
2024-04-01,-0.00434102096078451,10409.174640648047
2024-04-02,3.5720769876660365e-05,10409.546464379991
2024-04-03,0.0011255442324058687,10421.262869364933
2024-04-04,0.008790681103892145,10512.872867949354
2024-04-05,-0.0011101108585520219,10501.202413624067
2024-04-08,-0.0009765375190420034,10490.94759547211
2024-04-09,-0.0015292124065610572,10474.90470825253
2024-04-10,0.0026614983528694507,10502.78364988001
2024-04-11,0.0008327184175590321,10511.529511260902
2024-04-12,0.0026491863477847155,10539.37651173647
2024-04-15,0.001559197167694433,10555.809477742834
2024-04-16,0.001425113558489496,10570.852704950397
2024-04-17,-0.0036336414235987914,10532.44201667893
2024-04-18,-0.0006765302078539667,10525.316501492174
2024-04-19,-0.0009164299098994782,10515.670786639048
2024-04-22,-0.002184238493356894,10492.702053723404
2024-04-23,0.002430003162968337,10518.199352902036
2024-04-24,-0.001254266655876829,10505.006726173826
2024-04-25,0.0014483803469804379,10520.221971460915
2024-04-26,-0.002246517144099472,10496.588112442296
2024-04-29,-0.004326507883246104,10451.174541226626
2024-04-30,-0.002812561497345311,10421.779970109937
2024-05-01,0.0012554565663950167,10434.864062206934
2024-05-02,-0.0017757771184545574,10416.334069371083
2024-05-03,-0.007495057026688595,10338.263051512107
2024-05-06,-0.00456346299021562,10291.084770693416
2024-05-07,-0.0014856173665971349,10275.79615643695
2024-05-08,-0.009166900632010252,10181.598954156101
2024-05-09,-0.00249232589147352,10156.22309146606
2024-05-10,0.00267917630989304,10183.433403770703
2024-05-13,0.002229845646500711,10206.140888412529
2024-05-14,-0.004007459597400948,10165.240191156834
2024-05-15,-0.007529895277784843,10088.696997043895
2024-05-16,-0.0060646015877385525,10027.513069217408
2024-05-17,-0.0075963052041716885,9951.341019504813
2024-05-20,-0.006041912973342327,9891.215883096913
2024-05-21,-0.004382518304326387,9847.867448437197
2024-05-22,0.007896846184174699,9925.634542919646
2024-05-23,0.007061224831807139,9995.721680025554
2024-05-24,0.000571915973645875,10001.438392922479
2024-05-28,0.002590574126801926,10027.347860453989
2024-05-29,0.002172189732312055,10049.129162518788
2024-05-30,-0.003161218244362953,10017.361672070272
2024-05-31,-0.009602214601383842,9921.172815555377
2024-06-03,-0.00032424320232877954,9917.955942710803
2024-06-04,-0.0010501546541304759,9907.540555118105
2024-06-05,-0.003737376361187346,9870.512347249902
2024-06-06,0.008053893742149881,9950.00840487523
2024-06-07,0.009305228632786138,10042.595507980739
2024-06-10,-0.008035820339421195,9961.895014737127
2024-06-11,-0.007525594133423051,9886.925836056445
2024-06-12,-0.007230948049202973,9815.433988969597
2024-06-13,-0.0055614905416924935,9760.845545677335
2024-06-14,0.0026681245466024803,9786.888697273353
2024-06-17,0.0009120015954838682,9795.814355380087
2024-06-18,-0.0021457907492175117,9774.794587555261
2024-06-20,0.012328710120661803,9895.305196514244
2024-06-21,-0.004324860487352085,9852.50938205955
2024-06-24,-0.0012251370383023043,9840.438707895368
2024-06-25,-0.0008929510250396441,9831.651678064314
2024-06-26,-0.002098632286518023,9811.018656422928
2024-06-27,-0.008346359982151002,9729.132362924824
2024-06-28,0.0018606472954723347,9747.234846743191
2024-07-01,0.000780218580162775,9754.83982047583
2024-07-02,-0.0006425915168620074,9748.571443158846
2024-07-03,0.001569932256889759,9763.876039926057
2024-07-05,-0.009163079840285153,9674.408864221568
2024-07-08,-0.0031048643841543634,9644.371136701298
2024-07-09,-0.002577977701680565,9619.508162964152
2024-07-10,-0.011725708969629923,9506.712609814254
2024-07-11,-0.0011627067641130696,9495.659090758343
2024-07-12,0.003910365717469726,9532.790590531624
2024-07-15,0.0077694276112637625,9606.854916958098
2024-07-16,-0.011022925712240016,9500.9592688802
2024-07-17,0.012248878461831593,9617.335364235525
2024-07-18,-0.017969677338044786,9444.514950888446
2024-07-19,0.007181687802493413,9512.342508711708
2024-07-22,0.0004431087732030787,9516.557511131032
2024-07-23,0.0018328372992512134,9533.999812697903
2024-07-24,0.015647626362995264,9683.184279511866
2024-07-25,-0.0045498191556343276,9639.127542189404
2024-07-26,-0.028799739153198466,9361.52318330994
2024-07-29,0.003787675697148791,9396.98159715966
2024-07-30,-0.006368992333294575,9337.13229341124
2024-07-31,0.003202272764852095,9367.032337856252
2024-08-01,0.0032431083111422857,9397.410638281892
2024-08-02,-0.0003282370098821625,9394.326060313348
2024-08-05,0.003840638302269453,9430.406268804596
2024-08-06,-0.004410607985239151,9388.812443611358
2024-08-07,0.00247172929403222,9412.019046364405
2024-08-08,0.0029375477344577524,9439.667301590725
2024-08-09,0.002159148254679965,9460.048942769714
2024-08-12,-0.002549262302681459,9435.93279661839
2024-08-13,-0.0020184659949385136,9416.88668713789
2024-08-14,0.0018306325827964307,9434.125546735866
2024-08-15,-0.0026701480190672636,9408.935035095617
2024-08-16,0.002002636766899821,9427.77771433427
2024-08-19,0.0028165417828337805,9454.331444185962
2024-08-20,-0.0007407909519954823,9447.327760994942
2024-08-21,-0.005375288075957036,9396.54565273161
2024-08-22,1.7329620960582216e-05,9396.70849130611
2024-08-23,-0.0018909993063173365,9378.939322067385
2024-08-26,-0.004556416165295442,9336.204971326992
2024-08-27,-0.0019484040484946466,9318.014271763283
2024-08-28,3.6415099118099595e-05,9318.353588176573
2024-08-29,-0.004286109836164858,9278.414101205426
2024-08-30,-0.002820138333053456,9252.247689928674
2024-09-03,-0.004965096535558014,9206.309386977284
2024-09-04,-0.006236122197678086,9148.897716650463
2024-09-05,0.010721007355262354,9246.983116363215
2024-09-06,-0.014465826255973185,9113.217865209988
2024-09-09,-0.010293050388772906,9019.415054519517
2024-09-10,-0.009994810528625851,8929.267709970558
2024-09-11,0.009537208921254123,9014.428001634356
2024-09-12,0.013486438815424934,9136.000533334452
2024-09-13,-0.00301429595855469,9108.461923849469
2024-09-16,-0.010854820381298886,9009.591205716182
2024-09-17,0.02389757962440157,9224.898628938094
2024-09-18,0.0018630240401883123,9242.084836852106
2024-09-19,0.009505569962518383,9329.936120868333
2024-09-20,0.003120784478427099,9359.052840699056
2024-09-23,-0.006906030146701725,9294.418939636613
2024-09-24,0.0019622252476886428,9312.656683142564
2024-09-25,-0.002186684073008821,9292.292845096137
2024-09-26,-0.013014679699506888,9171.356630043192
2024-09-27,0.0014732447036140011,9184.868282623358
2024-09-30,-0.0010055421545910608,9175.632510380814
2024-10-01,-0.006889245902204221,9112.419321708541
2024-10-02,-0.009156841376180096,9028.978343426417
2024-10-03,-0.0033819550156996636,8998.442744831222
2024-10-04,-0.002494948223447216,8975.992096091215
2024-10-07,0.007017687915470255,9038.98280735331
2024-10-08,0.002097304229039007,9057.940304221383
2024-10-09,-0.010426537811309353,8963.497347146837
2024-10-10,0.002158184705875533,8982.842230032606
2024-10-11,0.0017610881686700066,8998.661807204946
2024-10-14,0.005129191271083097,9044.81766479789
2024-10-15,-0.011842389741546493,8937.70540887013
2024-10-16,-0.0031922010980692424,8909.174455849714
2024-10-17,-0.004717827178457966,8867.142510464284
2024-10-18,-0.002618212068963892,8843.926450926163
2024-10-21,0.0030253573899035346,8870.682489170234
2024-10-22,0.008267900682722285,8944.024410978658
2024-10-23,0.006681281247604832,9003.781953553851
2024-10-24,0.014850969832379986,9137.496847723407
2024-10-25,0.00782961760890725,9209.039953943677
2024-10-28,-0.009407234486279566,9122.40835570341
2024-10-29,0.0008501440426333801,9130.16371682148
2024-10-30,0.01321060323089061,9250.778687117483
2024-10-31,0.0030607851066013743,9279.093332747476
2024-11-01,-0.010798077051024826,9178.896967976818
2024-11-04,0.004503121661381687,9220.230657740907
2024-11-05,0.0024857293903422454,9243.149656072586
2024-11-06,-0.022356133356985906,9036.50856972285
2024-11-07,0.011127831406768988,9137.06531359255
2024-11-08,-0.0034884749401900977,9105.1908902192
2024-11-11,-0.004775639298644166,9061.707782782214
2024-11-12,0.00010045002577481286,9062.618031562559
2024-11-13,0.008660804280359018,9141.107592601575
2024-11-14,0.0016271587853501073,9155.981626128707
2024-11-15,0.000717767289687889,9162.553490244925
2024-11-18,-0.002524715305373933,9139.420651211796
2024-11-19,0.0020135712232208134,9157.823525631986
2024-11-20,0.00511095742150663,9204.628771745163
2024-11-21,0.005579069798924357,9255.982038135917
2024-11-22,-0.0019427682226158646,9237.999810363124
2024-11-25,-0.005837777617350458,9184.070421841097
2024-11-26,-0.0012615345940982692,9172.48439928931
2024-11-27,-0.002131493622740681,9152.933307287536
2024-11-29,-0.002294744354017577,9131.929665257938
2024-12-02,0.005554961631062154,9182.657184166004
2024-12-03,0.0035213470273623565,9214.992506744755
2024-12-04,-0.0005710291679793311,9209.730477240691
2024-12-05,-0.001361784476209,9197.188809246716
2024-12-06,0.0016667597037562077,9212.518312941806
2024-12-09,0.0013503343856084925,9224.95829319782
2024-12-10,0.0006190825368530767,9230.669303780336
2024-12-11,0.0029403479208559855,9257.810683075817
2024-12-12,0.001165390203415905,9268.599644950953
2024-12-13,-0.0001623362364137541,9267.095015367766
2024-12-16,-0.006173693745689672,9209.882808830678
2024-12-17,0.000768176775394179,9216.957626908525
2024-12-18,-0.0034993791733140484,9184.703997347602
2024-12-19,0.0267396446567156,9430.299718513794
2024-12-20,-0.011686337927004211,9320.094049250309
2024-12-23,-0.01385013710861326,9191.00946880302
2024-12-24,-0.0006326517368543479,9185.194760699138
2024-12-26,-0.0007116686364756701,9178.657945668028
2024-12-27,-0.0004826409899782506,9174.22794911046
2024-12-30,0.0005561830009355804,9179.330498742462
2024-12-31,0.0027355371602437693,9204.44089842793
2025-01-02,-0.005224129168740344,9156.355710248507
2025-01-03,0.0006136600954741884,9161.974600367854
2025-01-06,-0.01298928459858525,9042.967104798667
2025-01-07,0.007622882205921361,9111.90057783057
2025-01-08,0.0036399807968505427,9145.067720956684
2025-01-10,-0.004246422861024598,9106.233896320795
2025-01-13,-0.0008068055186863092,9098.886936558794
2025-01-14,0.003341202070518843,9129.28815643064
2025-01-15,-0.00606787937035858,9073.892737160177
2025-01-16,0.006519273793740477,9133.047928288757
2025-01-17,-0.0031008448222868417,9104.727763908624
2025-01-21,-0.010276028642095553,9011.167320628218
2025-01-22,-0.0028087398867989955,8985.85729554815
2025-01-23,-0.003527367591395007,8954.160873742932
2025-01-24,-0.0027115872925671343,8929.88088490209
2025-01-27,0.06159670034942425,9479.932081925455
2025-01-28,-0.0018662113948382814,9462.240524651872
2025-01-29,-0.007857104718276437,9387.894709980164
2025-01-30,-0.027209312007007692,9132.456553727377
2025-01-31,0.0037071065655012157,9166.311543376854
2025-02-03,0.0036219604186872806,9199.511560972323
2025-02-04,-0.004729403027684752,9156.00336314264
2025-02-05,0.00658983007444156,9216.339869466765
2025-02-06,0.0034387722939022486,9248.032763661075
2025-02-07,0.007016442019593186,9312.9210493426
2025-02-10,-0.003018864414648738,9284.806603390307
2025-02-11,0.001375376551685069,9297.576708679542
2025-02-12,0.0014031527048456473,9310.622628586836
2025-02-13,-0.0016364217995325104,9295.386522750196
2025-02-14,0.001165783326019303,9306.22292936732
2025-02-18,0.0037956702451524592,9341.546282835077
2025-02-19,-0.0038450813111457925,9305.627277805745
2025-02-20,-0.00035641433880610854,9302.31061881235
2025-02-21,-0.002990756751699409,9274.489670522731
2025-02-24,0.0006660761658432961,9280.667187042625
2025-02-25,0.005000066266731035,9327.071137977315
2025-02-26,-0.003315555957221298,9296.146711702368
2025-02-27,0.00027240765906782414,9298.679053266455
2025-02-28,-0.013340533010312055,9174.629718404056
2025-03-03,0.002349028963247865,9196.181189339663
2025-03-04,0.020268423128869638,9382.573280854951
2025-03-05,0.0014130930811144624,9395.831730241176
2025-03-06,-0.006725874796313323,9332.636542416347
2025-03-07,0.01107570986151318,9436.002117003103
2025-03-10,-0.0007953584550524785,9428.497112937452
2025-03-11,0.0019953862592360727,9447.310606521854
2025-03-12,0.004731736007902896,9492.012786296578
2025-03-13,0.0008343473668630058,9499.932422171054
2025-03-14,-0.006168822258037348,9441.329027595315
2025-03-17,-0.0029138240466335535,9413.818656042527
2025-03-18,0.005016986878807797,9461.047660719369
2025-03-19,0.01182348876024188,9572.910251395997
2025-03-20,-0.0012346991060928712,9561.09058766589
2025-03-21,0.006079162667920164,9619.214012631033
2025-03-24,-0.0003848128553967746,9615.51241542016
2025-03-25,-0.0004613871664481834,9611.07594139286
2025-03-26,-0.0008138825146262477,9603.253654737417
2025-03-27,0.008106448945666447,9681.10194020183
2025-03-28,0.006006376794870659,9739.250286244234
2025-03-31,-0.004673643149109263,9693.732505866468
2025-04-01,-0.001902839919251625,9675.286884687759
2025-04-02,0.004848819740840422,9722.20060673253
2025-04-03,-0.0013530929489082842,9709.045565643686
2025-04-04,0.018713892438675835,9890.739600041345
2025-04-07,0.00905474445829545,9980.297719623262
2025-04-08,-0.0007734027013630822,9972.578930406498
2025-04-09,-0.004373905627897417,9928.959811298142
2025-04-10,-0.006279852204240477,9866.607411141347
2025-04-11,-0.0004543664479276924,9862.12435577885
2025-04-14,-0.0019262631638081757,9843.127308915417
2025-04-15,0.0007291320424268773,9850.304248434035
2025-04-16,0.006146402798340947,9910.848186031119
2025-04-17,-0.0006692438392748544,9904.21541194063
2025-04-21,-8.64516021294101e-06,9904.12978841161
2025-04-22,3.232278260238315e-05,9904.449917445629
2025-04-23,-0.00016043524561533892,9902.860894590438
2025-04-24,-0.018770636141560552,9716.97789597759
2025-04-25,-0.000820625208829115,9709.003898962517
2025-04-28,0.0015843751314729856,9724.386603291408
2025-04-29,-0.0023127156834686522,9701.896861881864
2025-04-30,-0.002436104138147391,9678.262030788754
2025-05-01,-0.005612592764864356,9623.941887338286
2025-05-02,0.00046692656604748855,9628.435561475582
2025-05-05,-2.6004118047575926e-05,9628.185182500629
2025-05-06,0.0005020858777870979,9633.01935830948
2025-05-07,-0.0009089668038325678,9624.263263492101
2025-05-08,0.007793680643941388,9699.271697800976
2025-05-09,0.0004521316997800963,9703.657046000331
2025-05-12,-0.0032010103161614284,9672.595539691592
2025-05-13,-0.0012794564872025578,9660.219874580247
2025-05-14,0.005085113370929211,9709.343187830593
2025-05-15,-0.0074636106101405916,9636.876430996404
2025-05-16,-0.006587178509277114,9573.396605673584
2025-05-19,-0.002754644033347364,9547.025305834899
2025-05-20,0.0002153872616254904,9549.081613472192
2025-05-21,0.004935508018723197,9596.211182346926
2025-05-22,0.0013711441665547727,9609.368971330628
2025-05-23,-0.0045218974844795316,9565.916389951733
2025-05-27,-0.005733282974450851,9511.072284378202
2025-05-28,0.0019232033463931317,9529.364010423305
2025-05-29,-0.004171537254281049,9489.61191344422
2025-05-30,-0.00312779069199465,9459.930393630706
2025-06-02,0.000377334446167444,9463.499951226571
2025-06-03,-0.0033449405750402388,9431.84510625782
2025-06-04,0.0008464013851441174,9439.828233020224
2025-06-05,-0.0014648820567298856,9425.999998023059
2025-06-06,0.0021457149898690456,9446.225507513323
2025-06-09,0.002227144090183857,9467.263612826924
2025-06-10,0.000621954329020115,9473.151818414897
2025-06-11,-0.002223520334077058,9452.088072718852
2025-06-12,-0.004832731890983605,9406.408665253439
2025-06-13,0.0011236213114507398,9416.977906493932
2025-06-16,0.0016708780661003155,9432.712528326845
2025-06-17,-0.0011076046179250214,9422.26481237091
2025-06-18,-0.0022277683800292643,9401.274188753649
2025-06-20,0.0004561363813825308,9405.56245194249
2025-06-23,0.014894660752798944,9545.655113853436
2025-06-24,0.0038837981489342824,9582.728511514986
2025-06-25,-0.01906852952184035,9399.999969993381
2025-06-26,-0.0030485067492999523,9371.344006641437
2025-06-27,-0.010525115844721907,9272.709525350796
2025-06-30,0.0065876635501920565,9333.795015902468
2025-07-01,0.011664544244579831,9442.6694808353
2025-07-02,-0.007813663059842121,9368.8876431266
2025-07-03,-0.0007577485726040928,9361.788381888133
2025-07-07,-4.6516585595039046e-05,9361.352903457542
2025-07-08,0.011569090141518787,9469.655239044212
2025-07-09,-0.013552718569949062,9341.315666635002
2025-07-10,-0.011337096730004154,9235.412267336858
2025-07-11,-0.01866596221075604,9063.024410953996
2025-07-14,-0.007494034395693796,8995.105794289293
2025-07-15,-0.007850801148223355,8924.487007391097
2025-07-16,-0.00032496659272380075,8921.586847256496
2025-07-17,0.0029868565914861383,8948.23434773774
2025-07-18,0.0008527707653105826,8955.865140390639
2025-07-21,-0.014470387067398874,8826.270305285761
2025-07-22,0.005162424309550612,8871.835257672436
2025-07-23,0.009294965332983875,8954.298658832444
2025-07-24,-0.007939654983586817,8883.204616861321
2025-07-25,0.0012825449616227602,8894.59772618574
2025-07-28,-0.00906134917450474,8814.000670422016
2025-07-29,-1.9265092198564314e-05,8813.830867886461
2025-07-30,-0.006109164565718685,8759.985724660133
2025-07-31,-0.007071683348215637,8698.037879480447
2025-08-01,-0.009480778865519198,8615.573705781184
2025-08-04,-0.014950357229683613,8486.767801141086
2025-08-05,-0.016022670016684382,8350.787121155181
2025-08-06,-0.004753741199186057,8311.089640371714
2025-08-07,-0.011481155896984088,8215.668724536796
2025-08-08,-0.017050262506647977,8075.589416115786
2025-08-11,-0.0014087324347534715,8064.213071375552
2025-08-12,-0.009193181207114886,7990.077299317612
2025-08-13,0.014419232868200066,8105.288084531392
2025-08-14,0.001952852916855604,8121.116520009224
2025-08-15,0.003324907767746157,8148.118483409375
2025-08-18,0.001660636525805967,8161.649546579519
2025-08-19,0.013826972939226825,8274.500453999526
2025-08-20,0.001833658489790874,8289.673062005782
2025-08-21,-0.004219585339913087,8254.69407908067
2025-08-22,-0.007405372033420468,8193.564998403004
2025-08-25,-0.008767058108139285,8121.731537949189
2025-08-26,0.0015922303045870002,8134.663205029632
2025-08-27,0.0018298406668379123,8149.548342573226
2025-08-28,-0.013372337989310899,8040.569827676109
2025-08-29,0.011809378716910289,8135.523961870897
2025-09-02,-0.0035533014345813354,8106.615992906111
2025-09-03,-0.03807867791820772,7797.926773505648
2025-09-04,-0.009717534542272085,7722.150150725998
2025-09-05,-0.005406977454150416,7680.396658963458
2025-09-08,0.0028388757561706706,7702.200350836363
2025-09-09,-0.02986815299133454,7472.149852387673
2025-09-10,-0.019927422853130677,7323.249162657186
2025-09-11,-0.004314914700177122,7291.649967192177
2025-09-12,-0.008673497747643234,7228.405857625133
2025-09-15,-0.01949207081442062,7087.509258772931
2025-09-16,0.001454061857477667,7097.814935650633
2025-09-17,0.009051341885291683,7162.059685271736
2025-09-18,-0.013560084029228314,7064.941554117104
2025-09-19,-0.01003146456241169,6994.069843281469
2025-09-22,0.006249939421921338,7037.782356114664
2025-09-23,-0.008704222226067265,6976.523934508347
2025-09-24,0.018492352222294537,7105.536272392545
2025-09-25,-0.006765529300018161,7057.463558549331
2025-09-26,0.01163314245006033,7139.564037462045
2025-09-29,0.020431958940003585,7285.4393167249955
2025-09-30,-0.009740924883933877,7214.472399594319
2025-10-01,-0.013940629730389481,7113.898111171459
2025-10-02,0.0028618670149033716,7134.257141523205
2025-10-03,0.004762516563266077,7168.234159326309
2025-10-06,-0.0033600744965327153,7144.148358542381
2025-10-07,0.015720489935230782,7256.457870908643
2025-10-08,-0.0034080310156307725,7231.727637420967
2025-10-09,0.005336017890093597,7270.31626547053
2025-10-10,0.0007845166075239156,7276.019949322743
2025-10-13,-0.007766217403427617,7219.512796564625
2025-10-14,0.001014726480154406,7226.838627373112
2025-10-15,-0.019015884822587755,7089.4138964035565
2025-10-16,-0.01002700906876794,7018.328278972069
2025-10-17,0.0065617102929037205,7064.380515879177
2025-10-20,-0.006992029347459981,7014.986159990525
2025-10-21,0.013226256063307008,7107.768163223113
2025-10-22,-0.0028174994717642247,7087.74203017781
2025-10-23,-0.014097453707331894,6987.822915017869
2025-10-24,-0.0008967788977368642,6981.556382886558
2025-10-27,-0.006248875356079886,6937.9295072584555
2025-10-28,0.003074316754432098,6959.258900183689
2025-10-29,-0.011721188602956555,6877.688114077832
2025-10-30,-0.014893199634034774,6775.257331974242
2025-10-31,0.005926552192097528,6815.411248167079
2025-11-03,-0.012860978150555527,6727.758393017352
2025-11-04,0.007855086741315995,6780.605518769121
2025-11-05,0.004467106959006555,6810.895208868292
2025-11-06,-0.016335309575394148,6699.637127145858
2025-11-07,0.011314350033802524,6775.439166701845
2025-11-10,-0.03042450259771754,6569.299800173848
2025-11-11,-0.0031966475487821095,6548.300064070407
2025-11-12,0.013495279699513179,6636.671204991377
2025-11-13,0.02357906394076791,6793.157699687721
2025-11-14,0.004231725279130122,6821.904476850607
2025-11-17,-0.018163374836955244,6697.995668735667
2025-11-18,-0.004079458939880251,6670.671470425565
2025-11-19,-0.011794684423077165,6591.993005541871
2025-11-20,0.007957269568929747,6644.447270883468
2025-11-21,0.0038113245259436095,6669.771415728326
2025-11-24,-0.05069984111086576,6331.615064705106
2025-11-25,0.004248425984713751,6358.5144626712045
2025-11-26,-0.004156545142267079,6332.085010269354
2025-11-28,-0.0018626352479262202,6320.290645536361
2025-12-01,0.01714052763340881,6428.623761997352
2025-12-02,0.0034292266353552507,6450.668969830671
2025-12-03,0.025076059120141592,6612.426326282608
2025-12-04,-0.0007665502223274687,6607.357569412071
2025-12-05,-0.006845189721240427,6562.128953293372
2025-12-08,0.012849589710233617,6646.449617968837
2025-12-09,0.004357844920860124,6675.413814678255
2025-12-10,0.007664563072311653,6726.577944894636
2025-12-11,0.0021411509548037973,6740.980563683909
2025-12-12,0.02123673149170161,6884.1369579056445
2025-12-15,0.0024405241914206683,6900.937860688467
2025-12-16,-0.0010444597914115463,6893.730108569947
2025-12-17,0.006527542172021794,6938.729222576176
2025-12-18,-0.00036795460143741624,6936.1760852306
2025-12-19,0.0,6936.1760852306
2025-12-22,0.0,6936.1760852306
2025-12-23,0.0,6936.1760852306
2025-12-24,0.0,6936.1760852306
2025-12-26,0.0,6936.1760852306
2025-12-29,0.0,6936.1760852306
2025-12-30,0.0,6936.1760852306
2025-12-31,0.0,6936.1760852306
2026-01-02,0.0,6936.1760852306
2026-01-05,0.0,6936.1760852306
2026-01-06,0.0,6936.1760852306
2026-01-07,0.0,6936.1760852306
2026-01-08,0.0,6936.1760852306
2026-01-09,0.0,6936.1760852306
2026-01-12,0.0,6936.1760852306
2026-01-13,0.0,6936.1760852306
2026-01-14,0.0,6936.1760852306
2026-01-15,0.0,6936.1760852306
2026-01-16,0.0,6936.1760852306
2026-01-20,0.001373903363656663,6945.705720885013
2026-01-21,-4.388908985428494e-05,6945.4008801825275
2026-01-22,-0.020919746246350967,6800.104856189926
2026-01-23,0.0005292300575667052,6803.703676074428
2026-01-26,0.0009772048479675087,6810.352288290822
2026-01-27,-0.0006086066668456647,6806.2074624846
2026-01-28,0.03669348043402502,7055.950902839194
2026-01-29,-0.009772824400894553,6986.9943336844135
2026-01-30,0.0190573828351112,7120.148159568191
2026-02-02,0.0034656091163116224,7144.82380993948
2026-02-03,-0.012596559058382075,7054.823614855843
2026-02-04,0.017284756520938027,7176.764523336789
2026-02-05,-0.011513564029583432,7094.134385472108
2026-02-06,0.030472341902060572,7310.309273965378
2026-02-09,-0.0066205917636184605,7261.91070059666
2026-02-10,0.015592510844142007,7375.142121944903
2026-02-11,-0.0032713284235147333,7351.015609893924
2026-02-12,-0.02036049465794875,7201.34529583818
2026-02-13,0.0024540424617548245,7219.017702975925
2026-02-17,-0.006126687696866287,7174.789036031642
2026-02-18,0.000514839873616613,7178.482903512179
2026-02-19,-0.016128687849585894,7062.703393527841
2026-02-20,-0.005885525924717612,7021.135669606643
2026-02-23,-0.021043070793535533,6873.389414660092
2026-02-24,-0.01062473563828147,6800.361469190367
2026-02-25,-0.013290188514019766,6709.983383301351
2026-02-26,0.043922961216417235,7004.705723208899
2026-02-27,-0.004030902592984399,6976.470436746124
2026-03-02,-0.005551023142579494,6937.743887898225
2026-03-03,0.006371364129184734,6981.946780443051
2026-03-04,0.0011838660714522291,6990.212470349102
2026-03-05,-0.0009325491513699375,6983.693753641982
2026-03-06,-0.0047162413298983685,6950.756968525703
2026-03-09,-0.015245385238850684,6844.790000838903
2026-03-10,-0.011966039088911607,6762.884976133473
2026-03-11,-0.0038778496060422004,6736.659525293065
2026-03-12,-0.01593421995197177,6629.3161106755
2026-03-13,0.003905204001239705,6655.204942476393
2026-03-16,0.004752473212788289,6686.833625691129
2026-03-17,-0.005940617674899689,6647.109703665234
2026-03-18,-0.010181657485988833,6579.431109390721
2026-03-19,0.01714260346482088,6692.219687923112
2026-03-20,-0.0015541778389317105,6681.8187883908795
2026-03-23,-0.001740886645101224,6670.186499297184
2026-03-24,0.0006715759657022997,6674.666036236864
2026-03-25,-0.003080380215110782,6654.105527036368
2026-03-26,0.014895003673229993,6753.218453303635
2026-03-27,-0.0002790411342452283,6751.33402756662
2026-03-30,-0.001308248448710732,6742.501605298327
2026-03-31,-0.0023317103690968254,6726.780044391601
2026-04-01,-0.007508021718443165,6676.27523372312
2026-04-02,0.003632168828014132,6700.524592514292
2026-04-06,-0.0011540241857054857,6692.792025077616
2026-04-07,-0.0029201147799873934,6673.248304165805
2026-04-08,-0.007498144031013407,6623.211327226453
2026-04-09,-0.013022840437588496,6536.9583029275545
2026-04-10,-0.013396291071888961,6449.387306776736
2026-04-13,0.029397517843643507,6638.983285208272
2026-04-14,-0.013518107087784554,6549.236798204815
2026-04-15,0.013147914709149116,6635.345605037633
2026-04-16,-0.012533310934942329,6552.182755408893
2026-04-17,0.0015307040742518238,6562.21220824784
2026-04-20,0.0009266726736658438,6568.293230980019
2026-04-21,0.0038248442234090534,6593.41592940219
2026-04-22,-0.017340238129604536,6479.084527098828
2026-04-23,-0.028629334070972005,6293.592651698451
2026-04-24,-0.004128649267403975,6267.608615007677
