total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,entries,exits,turnover,win_rate,average_trade_return,ticker_a,ticker_b,hedge_ratio,cointegration_p_value,lookback,entry_z,exit_z
-0.18654813127992442,-0.07658683315526194,0.331132396515489,-0.2312876479655458,-0.6531238896163631,19,19,38.0,0.42105263157894735,0.0010584671946816174,AMP,APH,1.4580749876650383,0.0003843527959290547,90,2.5,0.25
-0.3577186245983497,-0.15705535726978592,0.2166289703660555,-0.7249970168089558,-0.3880752055466046,25,24,49.0,0.44,-0.013818016811959715,ABT,AWK,0.9673367602448374,0.0007349430862540226,90,1.5,0.25
-0.25526335243513154,-0.10750781726470726,0.2012776114087553,-0.53412705224517,-0.4577711029076962,26,26,52.0,0.5384615384615384,-0.007716474096788175,ATO,MMM,-0.5212727389991528,0.001902682622696682,90,1.5,0.25
-0.3015803754817067,-0.129351634213014,0.32152774601258227,-0.40230317855042,-0.6877529486744836,25,25,50.0,0.56,-0.00484302716847314,ACN,GOOGL,0.8522260252455826,0.003098078028159723,40,2.0,0.25
-0.6707862215941215,-0.3486875689834106,0.34335791914772085,-1.015522140421048,-0.7550765951472629,21,21,42.0,0.38095238095238093,-0.04273430553517043,ACN,GOOG,0.8397730071870813,0.0031328260503483973,90,2.0,0.5
