ticker_a,ticker_b,hedge_ratio,p_value,test_stat,method
AMP,APH,1.4580749876650383,0.0003843527959290547,-4.7955007300545915,statsmodels.coint
ABT,AWK,0.9673367602448374,0.0007349430862540226,-4.632746801277404,statsmodels.coint
ATO,MMM,-0.5212727389991528,0.001902682622696682,-4.3817938379835795,statsmodels.coint
ACN,GOOGL,0.8522260252455826,0.003098078028159723,-4.246501879873296,statsmodels.coint
ACN,GOOG,0.8397730071870813,0.0031328260503483973,-4.24334633058069,statsmodels.coint
