,price_a,price_b,spread,zscore,position,hedge_ratio,raw_position,tradable_position,return_a,return_b,gross_strategy_return,transaction_cost,strategy_return,equity
2025-04-23,280.9368591308594,157.08209228515625,1.3915922120277884,-1.1537460018378618,0,0.8397730071870813,0,0.0,0.01479094779928758,0.02482141712317021,-0.0,0.0,-0.0,9696.041860452595
2025-04-24,284.10540771484375,160.8169403076172,1.3830744781062059,-1.3016383898782116,0,0.8397730071870813,0,0.0,0.011278507895998269,0.023776408679869965,-0.0,0.0,-0.0,9696.041860452595
2025-04-25,286.0357666015625,163.18728637695312,1.3775585949881854,-1.383807736703733,0,0.8397730071870813,0,0.0,0.0067945165220375525,0.014739405343751955,-0.0,0.0,-0.0,9696.041860452595
2025-04-28,285.8992919921875,161.76307678222656,1.3844426068607296,-1.2263642525450742,0,0.8397730071870813,0,0.0,-0.0004771242806327347,-0.008727454364531373,0.0,0.0,0.0,9696.041860452595
2025-04-29,290.9884338378906,161.404541015625,1.4039498639264885,-0.8463952071266577,0,0.8397730071870813,0,0.0,0.01780047026434106,-0.0022164252419867303,0.0,0.0,0.0,9696.041860452595
2025-04-30,291.6513671875,160.23924255371094,1.4123104180041182,-0.6843105428678734,0,0.8397730071870813,0,0.0,0.0022782120267319517,-0.007219737775539081,0.0,0.0,0.0,9696.041860452595
2025-05-01,292.9967956542969,162.13156127929688,1.407053890350304,-0.784147857075521,0,0.8397730071870813,0,0.0,0.004613139584330961,0.011809333939853284,-0.0,0.0,-0.0,9696.041860452595
2025-05-02,297.67645263671875,165.13937377929688,1.4074629340355447,-0.7593680623678277,0,0.8397730071870813,0,0.0,0.015971700209115314,0.018551677885952023,0.0,0.0,0.0,9696.041860452595
2025-05-05,299.9967956542969,165.37838745117188,1.4140129975590217,-0.6223097154894778,0,0.8397730071870813,0,0.0,0.007794849061876663,0.0014473451509779967,0.0,0.0,0.0,9696.041860452595
2025-05-06,296.1847839355469,164.53184509277344,1.4055344210897802,-0.781774646305973,0,0.8397730071870813,0,0.0,-0.012706841452876039,-0.005118820974405636,-0.0,0.0,-0.0,9696.041860452595
2025-05-07,298.41741943359375,152.18199157714844,1.4785691203109552,0.6168535967009475,0,0.8397730071870813,0,0.0,0.00753798175713416,-0.07506056659524707,0.0,0.0,0.0,9696.041860452595
2025-05-08,301.137451171875,155.1200714111328,1.4715842500674885,0.4710228857834917,0,0.8397730071870813,0,0.0,0.009114855772977215,0.01930635683982973,-0.0,0.0,-0.0,9696.041860452595
2025-05-09,300.1820373535156,153.75559997558594,1.4758260372761116,0.5411069167191868,0,0.8397730071870813,0,0.0,-0.003172683486033945,-0.008796227484517138,0.0,0.0,0.0,9696.041860452595
2025-05-12,314.016357421875,158.93455505371094,1.4930618778205806,0.8557155128176894,0,0.8397730071870813,0,0.0,0.04608643538542956,0.03368303384687987,0.0,0.0,0.0,9696.041860452595
2025-05-13,314.4453125,160.23924255371094,1.487561450945547,0.7348823067297823,0,0.8397730071870813,0,0.0,0.0013660278134770554,0.00820896059739229,-0.0,0.0,-0.0,9696.041860452595
2025-05-14,312.3784484863281,166.1352996826172,1.4506218857380153,0.016918624883898063,0,0.8397730071870813,0,0.0,-0.006573047622301154,0.03679533823888326,-0.0,0.0,-0.0,9696.041860452595
2025-05-15,315.1082763671875,164.73101806640625,1.4664512387151056,0.3123273999824476,0,0.8397730071870813,0,0.0,0.008738848323522674,-0.008452638415157199,0.0,0.0,0.0,9696.041860452595
2025-05-16,309.7266540527344,166.75282287597656,1.4389809636765474,-0.23010188180858718,0,0.8397730071870813,0,0.0,-0.017078644764576323,0.01227337045143062,-0.0,0.0,-0.0,9696.041860452595
2025-05-19,311.384033203125,167.19102478027344,1.4421138946424046,-0.17662207041183986,0,0.8397730071870813,0,0.0,0.005351102750454473,0.0026278529906673675,0.0,0.0,0.0,9696.041860452595
2025-05-20,312.15423583984375,164.65138244628906,1.4574384038715626,0.1144985871494498,0,0.8397730071870813,0,0.0,0.002473481471724437,-0.015190063804693121,0.0,0.0,0.0,9696.041860452595
2025-05-21,309.7558898925781,169.37217712402344,1.4259867237393307,-0.5061474239988774,0,0.8397730071870813,0,0.0,-0.0076832080808160175,0.028671454849608313,-0.0,0.0,-0.0,9696.041860452595
2025-05-22,308.5177307128906,171.28440856933594,1.4125534918922167,-0.7708967769858892,0,0.8397730071870813,0,0.0,-0.003997209480397279,0.011290115518278299,-0.0,0.0,-0.0,9696.041860452595
2025-05-23,301.8199462890625,168.90408325195312,1.4023569172775732,-0.966381191662437,0,0.8397730071870813,0,0.0,-0.021709560770953318,-0.013896917631117889,-0.0,0.0,-0.0,9696.041860452595
2025-05-27,307.5232849121094,173.27630615234375,1.3996154587995813,-1.0244088465165064,0,0.8397730071870813,0,0.0,0.018896493400023973,0.025885833049214213,-0.0,0.0,-0.0,9696.041860452595
2025-05-28,308.0692138671875,172.6787567138672,1.4042901209327985,-0.9311779953682571,0,0.8397730071870813,0,0.0,0.0017752442883607333,-0.003448535184904067,0.0,0.0,0.0,9696.041860452595
2025-05-29,309.7656555175781,172.26046752929688,1.4118184003415832,-0.7878393549277543,0,0.8397730071870813,0,0.0,0.00550668997104653,-0.002422354622713785,0.0,0.0,0.0,9696.041860452595
2025-05-30,308.8784484863281,172.15087890625,1.4094845841942298,-0.8364834408587657,0,0.8397730071870813,0,0.0,-0.0028641232991681864,-0.000636179760909128,-0.0,0.0,-0.0,9696.041860452595
2025-06-02,306.58734130859375,169.68089294433594,1.4141755999931611,-0.7462590551417223,0,0.8397730071870813,0,0.0,-0.007417504163731881,-0.014347797569242537,0.0,0.0,0.0,9696.041860452595
2025-06-03,305.05670166015625,167.03170776367188,1.4223851818737758,-0.5847311988202446,0,0.8397730071870813,0,0.0,-0.004992507655092182,-0.015612748935339038,0.0,0.0,0.0,9696.041860452595
2025-06-04,308.468994140625,168.7048797607422,1.4251386180428316,-0.5351693901654213,0,0.8397730071870813,0,0.0,0.011185764685380128,0.010017092080730094,0.0,0.0,0.0,9696.041860452595
2025-06-05,307.4745788574219,169.1231689453125,1.4198301307310048,-0.6275325524781512,0,0.8397730071870813,0,0.0,-0.00322371227608631,0.002479413667011432,-0.0,0.0,-0.0,9696.041860452595
2025-06-06,309.6876220703125,174.21250915527344,1.4021037325938899,-0.9576925716571143,0,0.8397730071870813,0,0.0,0.007197483515919645,0.030092507382040834,-0.0,0.0,-0.0,9696.041860452595
2025-06-09,308.6834716796875,177.12420654296875,1.3849364729835427,-1.2668089488055994,0,0.8397730071870813,0,0.0,-0.003242462142697522,0.016713480575038187,-0.0,0.0,-0.0,9696.041860452595
2025-06-10,312.8757019042969,179.49742126464844,1.3872490154063843,-1.1971622092028642,0,0.8397730071870813,0,0.0,0.013580999986159137,0.013398590559692725,0.0,0.0,0.0,9696.041860452595
2025-06-11,311.2182922363281,178.28089904785156,1.3876484274025733,-1.1660445556494135,0,0.8397730071870813,0,0.0,-0.005297342228498536,-0.006777379910117176,0.0,0.0,0.0,9696.041860452595
2025-06-12,310.1556091308594,176.46609497070312,1.3928202399171017,-1.045271254415307,0,0.8397730071870813,0,0.0,-0.003414590761463887,-0.010179464467819033,0.0,0.0,0.0,9696.041860452595
2025-06-13,303.89654541015625,175.3791961669922,1.3776218023888545,-1.304705302291555,0,0.8397730071870813,0,0.0,-0.020180398278924372,-0.006159250046822828,-0.0,0.0,-0.0,9696.041860452595
2025-06-16,306.4508361816406,177.43331909179688,1.3762131505048787,-1.3076466483793068,0,0.8397730071870813,0,0.0,0.008405132634979218,0.011712466299872881,-0.0,0.0,-0.0,9696.041860452595
2025-06-17,304.2085266113281,176.72535705566406,1.372226632490774,-1.3525378812032574,0,0.8397730071870813,0,0.0,-0.007317028722295338,-0.0039900174316558346,-0.0,0.0,-0.0,9696.041860452595
2025-06-18,298.7001647949219,173.48458862304688,1.3694961060107511,-1.3790616064646817,0,0.8397730071870813,0,0.0,-0.018107190741053825,-0.0183378802375056,-0.0,0.0,-0.0,9696.041860452595
