entry_date,exit_date,side,holding_days,trade_return,entry_equity,exit_equity,status
2022-07-21,2022-08-18,short_spread,20,-0.030759342493184905,10835.560477425859,10533.90536421521,closed
2022-08-19,2022-08-30,short_spread,7,0.06776077094197586,10638.676708126346,11238.87767701308,closed
2022-09-29,2022-10-06,short_spread,5,0.07144860767653749,12072.608048401496,12032.4443088481,closed
2023-01-11,2023-02-03,long_spread,17,0.06313706499390648,12151.119424926907,12782.114125594864,closed
2023-02-21,2023-03-09,long_spread,12,0.07299264856484444,13023.90718835721,13704.367880843425,closed
2023-03-14,2023-04-11,long_spread,20,-0.11801346712976946,14251.377758804636,12077.59697482188,closed
2023-04-12,2023-05-08,long_spread,18,0.09046320264926977,11946.423391415517,13159.855460919363,closed
